Name,Province,ClimateID,WMOID,TCID,Lat,Lng,Elev,hlyStartYear,hlyEndYear,dlyStartYear,dlyEndYear,mlyStartYear,mlyEndYear
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,QC,7025250,71627,YUL,45.47,-73.75,35.97,1953,2013,1941,2013,1941,2013
MONTREAL INTL A,QC,7025251,71627,YUL,45.47,-73.74,36,2013,2019,2013,2019,,
MONTREAL-EST,QC,7025252,,WPQ,45.63,-73.55,50.4,1994,2008,1994,2008,,
MONTREAL JAR BOT,QC,7025257,,,45.57,-73.55,45.7,,,1948,1989,1948,1989
MONTREAL JEAN BREBEUF,QC,7025260,,,45.5,-73.62,132.6,,,1956,1985,1956,1985
MONTREAL LAFONTAINE,QC,7025267,,,45.52,-73.57,41.1,,,1971,1992,1971,1992
MONTREAL LOYOLA,QC,7025270,,,45.47,-73.63,55.8,,,1964,1964,1964,1964
MONTREAL MCGILL,QC,7025280,,,45.5,-73.58,56.9,,,1871,1993,1871,1993
MONTREAL PERSILLIER,QC,7025315,,,0,0,0,,,1948,1950,1948,1950
MONT ST HILAIRE,QC,7025328,,,45.58,-73.18,30.5,,,1976,1979,1976,1979
MONT ST HILAIRE,QC,7025330,,,45.55,-73.08,173.7,,,1960,1969,1960,1969
MONT ST HILAIRE MCGILL,QC,7025332,,,45.55,-73.17,210.3,,,1967,1974,1967,1973
NEW MEXICO,QC,7025425,,,45.35,-71.48,,,,1973,1975,1973,1975
NICOLET,QC,7025440,,,46.2,-72.62,30.4,,,1913,2018,1913,2018
NICOLET,QC,7025442,71723,WNQ,46.23,-72.66,8,1994,2019,1993,2019,,
NORTH HATLEY,QC,7025660,,,45.28,-71.95,243.8,,,1965,1982,1965,1982
NOTRE DAME DES BOIS,QC,7025670,,,45.4,-71.08,502.9,,,1965,2016,1962,2016
ORMSTOWN,QC,7025745,,,45.12,-74.05,45.7,,,1962,2019,1962,2018
PETIT LAC,QC,7026005,,,45.4,-71.58,,,,1973,1981,1973,1981
PHILIPSBURG,QC,7026040,,,45.03,-73.08,53.3,,,1950,2015,1950,2015
PIEDMONT,QC,7026042,,MPD,45.88,-74.09,175,2003,2007,,,,
PIERREVILLE,QC,7026043,,,46.08,-72.83,15.2,,,1980,2019,1981,2018
PLESSISVILLE,QC,7026058,,,46.2,-71.75,,,,1947,1948,1947,1948
POINTE CLAIRE,QC,7026073,,,45.47,-73.8,41.1,,,1973,1985,1973,1985
POINTE DU MOULIN,QC,702607F,,,45.35,-73.92,38.1,,,1973,1994,1973,1994
POSTE SARAGUAY,QC,7026213,,,45.5,-73.75,30.5,,,1973,1982,1973,1982
PRINCEVILLE,QC,7026250,,,46.15,-71.92,160,,,1973,1994,1973,1994
RANBORO EST,QC,7026344,,,45.32,-71.52,342.9,,,1973,1981,1974,1981
RANBORO SUD,QC,7026345,,,45.32,-71.53,,,,1973,1973,1973,1973
RICHMOND,QC,7026465,,,45.63,-72.13,123.1,,,1871,2019,1871,2018
RIVIERE DES PRAIRIES,QC,7026612,,,45.7,-73.5,9,,,1973,2019,1973,2018
ROUGEMONT,QC,7026700,,,45.43,-73.1,39.9,,,1956,1985,1962,1984
ROUGEMONT,QC,7026702,,MRG,45.41,-73.05,54,2003,2006,,,,
ROXTON FALLS,QC,7026730,,,45.55,-72.53,129.5,,,1968,1982,1968,1982
RUSSELTOWN,QC,7026732,,MRU,45.06,-73.8,65,2003,2007,,,,
SABREVOIS,QC,7026734,,,45.22,-73.2,38.1,,,1975,2019,1975,2018
RUISSEAU CRANBERRY,QC,7026735,,MRY,45.12,-73.68,59,2004,2007,,,,
SACRE COEUR DE MARIE,QC,7026739,,,46.13,-71.17,467.9,,,1964,1985,1964,1984
ST ADRIEN D IRLANDE,QC,7026754,,,46.12,-71.45,442,,,1965,1982,1965,1982
ST AMABLE,QC,7026818,,,45.67,-73.3,41.1,,,1980,2016,1980,2016
ST ANICET,QC,7026836,,,45.13,-74.35,53.3,,,1960,2019,1960,2018
STE ANNE DE BELLEVUE,QC,7026839,,,45.43,-73.93,39,,,1969,1992,1969,1992
ST ANTOINE DE PONTBRIAND,QC,7026885,,,46.15,-71.25,449.6,,,1965,1982,1965,1982
ST BENOIT LABRE,QC,7026915,,,46.05,-70.8,304.8,,,1965,1994,1965,1994
ST BERNARD DE LACOLLE,QC,7026916,,,45.08,-73.38,49.3,,,1973,2019,1973,2018
STE BRIGIDE,QC,7026918,,,45.32,-73.07,47.2,,,1977,1982,1977,1982
ST BRUNO,QC,7026920,,,45.55,-73.35,61,,,1926,1958,1926,1958
STE CECILE,QC,7026936,,,45.67,-70.93,518.2,,,1965,1985,1965,1985
STE-CLOTILDE,QC,7027039,71614,WIT,45.17,-73.68,53,1994,2019,1993,2019,,
STE CLOTHILDE CDA,QC,7027040,,,45.17,-73.68,56.4,,,1937,1990,1937,1990
SAINT-CELESTIN,QC,7027075,,MSC,46.21,-72.45,55,2004,2007,,,,
SAINT-CHRYSOSTOME,QC,7027081,,MYT,45.13,-73.77,55,2004,2006,,,,
ST COME DE LINIERE,QC,7027083,,,46.05,-70.52,243.8,,,1965,2019,1965,2018
SAINT-CONSTANT,QC,7027084,,MCT,45.33,-73.58,39,2004,2006,,,,
ST CONSTANT,QC,7027085,,,45.37,-73.58,30.5,,,1973,1982,1973,1982
STE CROIX,QC,7027088,,,46.62,-71.78,70,,,1973,1993,1973,1993
STE DOROTHEE,QC,7027110,,,45.52,-73.78,23,,,1963,1997,1963,1997
STE EDWIDGE,QC,7027120,,,45.2,-71.68,381,,,1951,1985,1951,1985
ST EPHREM,QC,7027200,,,46.07,-70.97,312.4,,,1929,2019,1929,2018
ST FERDINAND,QC,7027248,,,46.1,-71.58,297,,,1965,2014,1965,2014
ST FLAVIEN,QC,7027259,,,46.48,-71.57,137.2,,,1963,2016,1963,2016
ST FLAVIEN CDA FE,QC,7027260,,,46.52,-71.6,109.7,,,1960,1965,1960,1965
ST FORTUNAT,QC,7027264,,,45.97,-71.6,465,,,1965,1994,1965,1994
STE FRANCOISE ROMAINE,QC,7027267,,,46.48,-71.93,91.4,,,1963,1985,1963,1985
ST GEDEON,QC,7027277,,,45.87,-70.62,281.9,,,1965,1994,1965,1994
STE GENEVIEVE,QC,7027280,,,45.5,-73.85,22.9,,,1952,2015,1952,2015
ST GEORGES,QC,7027283,,,46.15,-70.7,167.6,,,1963,2019,1963,2018
ST GUILLAUME,QC,7027302,,,45.88,-72.77,43.9,,,1963,2015,1963,2015
STE HELENE DE CHESTER,QC,7027306,,,46.03,-71.72,457.2,,,1965,1973,1965,1973
ST HERMENEGILDE,QC,7027308,,,45.12,-71.7,480,,,1965,1985,1965,1985
ST HILAIRE DORSET,QC,7027309,,,45.87,-70.87,506,,,1965,1991,1965,1991
MONTREAL/ST-HUBERT A,QC,7027320,71371,YHU,45.52,-73.42,27.4,1953,2005,1928,2015,1928,2015
MONTREAL/ST-HUBERT A,QC,7027322,71371,YHU,45.52,-73.42,27.4,2004,2010,2005,2010,2005,2010
MONTREAL/ST-HUBERT,QC,7027329,71371,YHU,45.52,-73.42,27.4,2009,2019,2009,2019,,
ST HYACINTHE,QC,7027360,,,45.63,-72.95,31.1,,,1890,1979,1890,1979
ST HYACINTHE 2,QC,7027361,,,45.57,-72.92,33,,,1963,2019,1963,2018
ST ISIDORE D'AUCKLAND,QC,7027372,,,45.27,-71.52,393.5,,,1964,1981,1964,1981
ST JACQUES DE LEEDS,QC,7027382,,,46.27,-71.37,290,,,1965,1994,1965,1994
ST JEAN,QC,7027390,,,45.3,-73.27,41.5,,,1963,1965,1963,1964
ST JEAN CHRYSOSTOME,QC,7027391,,,46.72,-71.22,53.3,,,1968,1985,1969,1985
ST JEAN DE BREBEUF,QC,7027392,,,46.18,-71.45,263.7,,,1965,1985,1965,1985
ST JULIEN,QC,7027426,,,46,-71.53,452.6,,,1965,1982,1965,1982
ST LAMBERT,QC,7027437,,WLH,45.5,-73.52,6.7,1994,1994,,,,
ST LAURENT (COLLEGE),QC,7027440,,,45.52,-73.67,38.1,,,1931,1967,1931,1967
SAINT-GERMAIN-DE-GRANTHAM,QC,7027470,71967,MSI,45.83,-72.54,85,2008,2019,2008,2019,,
SAINT-LOUIS,QC,7027490,,MLI,45.87,-73,31,2005,2007,,,,
ST LUDGER,QC,7027516,,,45.75,-70.68,335,,,1964,2019,1964,2018
STE MADELEINE,QC,7027517,,,45.62,-73.13,30,,,1979,2016,1979,2016
ST MALO D AUCKLAND,QC,7027520,,,45.2,-71.5,564,,,1949,2019,1949,2018
STE MARTINE,QC,7027540,,,45.22,-73.85,38.1,,,1963,2019,1963,2018
ST MATHIAS,QC,7027550,,,45.3,-71.4,,,,1973,1975,1973,1975
ST MATHIEU LAPRAIRIE,QC,7027560,,,45.35,-73.53,30.5,,,1948,1982,1948,1982
SAINT-MICHEL-DE-NAPIERVILLE,QC,7027570,,MSX,45.19,-73.62,59,2004,2006,,,,
ST NAZAIRE,QC,7027588,,,45.73,-72.62,68.6,,,1973,2019,1973,2018
ST ODILON,QC,7027593,,,46.35,-70.65,358.1,,,1965,1994,1965,1994
ST PIERRE BAPTISTE,QC,7027653,,,46.2,-71.63,289.6,,,1965,1982,1965,1982
ST PIERRE DE BROUGHTON,QC,7027656,,,46.25,-71.22,365.8,,,1965,2019,1965,2018
ST PROSPER,QC,7027660,,,46.22,-70.5,281.9,,,1963,2019,1963,2018
ST REMI,QC,7027690,,,45.28,-73.6,53.3,,,1963,1991,1963,1991
ST ROMUALD,QC,7027700,,,46.77,-71.22,38.1,,,1963,1968,1963,1968
STE ROSALIE,QC,7027718,,,45.62,-72.87,42.7,,,1968,1982,1968,1982
SAINTE-SABINE,QC,7027720,,MSB,45.22,-73.02,49,2003,2006,,,,
ST SEBASTIEN,QC,7027725,,,45.77,-70.95,442,,,1963,2018,1963,2016
ST SEBASTIEN CDA FE,QC,7027730,,,45.13,-73.15,61,,,1960,1962,1960,1961
ST SEVERIN,QC,7027733,,,46.33,-71.05,442,,,1964,2019,1965,2017
STE SOPHIE,QC,7027737,,,46.15,-71.7,312.4,,,1965,1985,1965,1985
ST SYLVESTRE,QC,7027740,,,46.33,-71.12,457.2,,,1957,1964,1962,1964
ST THEOPHILE,QC,7027750,,,45.93,-70.48,395,,,1950,2018,1950,2017
ST VALERIEN,QC,7027772,,,45.57,-72.67,91,,,1968,1994,1968,1994
STE VICTOIRE,QC,7027780,,,45.95,-73.08,22.9,,,1957,1960,1957,1960
ST WENCESLAS,QC,7027783,,,46.17,-72.33,83.8,,,1979,2018,1979,2018
ST ZACHARIE,QC,7027785,,,46.12,-70.38,480.1,,,1965,1994,1965,1994
ST ZEPHIRIN,QC,7027787,,,46.07,-72.58,51.8,,,1975,1994,1975,1994
SAWYERVILLE,QC,7027800,,,45.33,-71.57,276.5,,,1952,1981,1952,1981
SAWYERVILLE NORD,QC,7027802,,,45.37,-71.53,345.9,,,1961,2019,1961,2018
SCOTT,QC,7027840,,,46.5,-71.08,144.8,,,1950,2019,1950,2018
SHERBROOKE,QC,7028120,,,45.4,-71.9,181.4,,,1900,1972,1900,1972
SHERBROOKE,QC,7028121,,,45.37,-71.93,254.5,,,1975,1985,1975,1985
SHERBROOKE,QC,7028123,71610,YSC,45.44,-71.69,241.4,2009,2019,2009,2019,,
SHERBROOKE A,QC,7028124,71610,YSC,45.43,-71.68,241.4,1962,2005,1962,2016,1962,2004
SHERBROOKE A,QC,7028126,,GSC,45.43,-71.68,241.4,2004,2009,2005,2010,2005,2005
SHERBROOKE (UNIVERSITE),QC,7028128,,,45.38,-71.93,244.1,,,1973,1975,1972,1975
SOREL,QC,7028200,,,46.03,-73.12,14.6,,,1914,2019,1914,2018
SOUTH DURHAM,QC,7028210,,,45.62,-72.28,195.1,,,1966,1967,1966,1967
SOUTH DURHAM,QC,7028211,,,45.63,-72.35,190.5,,,1968,1981,1968,1981
STANHOPE,QC,7028240,,,45.02,-71.78,388.6,,,1954,1984,1954,1984
STANSTEAD,QC,7028280,,,45.02,-72.1,320,,,1948,1991,1948,1991
SUTTON,QC,7028290,,,45.12,-72.62,180.4,,,1960,1972,1960,1972
SUTTON,QC,7028292,,,45.07,-72.68,243.8,,,1978,2019,1978,2018
SUTTON JONCTION,QC,7028295,,,45.15,-72.63,213.4,,,1963,1985,1963,1985
SUTTON JUNCTION (AUT),QC,7028296,,,45.15,-72.58,238,1977,1986,1973,1975,1971,1971
THETFORD MINES,QC,7028440,,,46.07,-71.32,310.9,,,1922,1965,1922,1965
THETFORD MINES,QC,7028441,,,46.1,-71.35,381,,,1960,2019,1960,2016
THETFORD MINES RCS,QC,7028442,71494,MTH,46.05,-71.27,430,2006,2019,2006,2019,,
UPTON,QC,7028570,,,45.65,-72.68,61,,,1968,1982,1968,1982
VALCOURT,QC,7028580,,,45.48,-72.32,205.7,,,1968,1982,1968,1982
VALLEE JONCTION,QC,7028676,,,46.38,-70.93,152.4,,,1965,2018,1965,2017
VALLEYFIELD,QC,7028680,,,45.28,-74.1,45.7,,,1952,2019,1952,2015
VALLEYFIELD (ECLUSE),QC,7028682,,WVE,45.23,-74.1,46.3,1994,1995,,,,
VAL RACINE,QC,7028695,,,45.48,-71.07,495,,,1965,1991,1962,1991
VERCHERES,QC,7028700,,,45.77,-73.37,21,,,1963,2019,1963,2018
VICTORIAVILLE,QC,7028720,,,46.05,-71.97,137.2,,,1949,1984,1949,1984
BEAUCEVILLE,QC,7028754,71323,WHV,46.21,-70.79,229.2,1994,2019,1994,2019,,
VIMY RIDGE,QC,7028770,,,46,-71.42,365.8,,,1965,1978,1965,1978
WARDEN,QC,7028890,,,45.38,-72.5,198.1,,,1968,1991,1968,1991
WATOPEKA,QC,7028900,,,45.63,-71.75,152.4,,,1942,1968,1942,1968
WEST DITTON,QC,7028906,,,45.4,-71.3,512,,,1965,1993,1965,1993
WOBURN,QC,7028945,,,45.38,-70.87,434.3,,,1965,1966,1965,1966
WOBURN,QC,7028946,,,45.38,-70.87,396,,,1973,1997,1973,1997
COTE-STE-CATHERINE,QC,702A9MD,,WCS,45.42,-73.57,16.6,1994,1995,,,,
DAVELUYVILLE,QC,702A9ND,,,46.18,-72.2,83.8,,,1966,1994,1966,1994
EATON,QC,702BC0E,,,45.37,-71.6,,,,1973,1975,1973,1975
FABREVILLE,QC,702BL09,,,45.58,-73.82,30.5,,,1977,1984,1977,1984
LAC MEMPHREMAGOG,QC,702CFGG,,WTT,45.27,-72.17,208.7,1994,2019,2018,2019,,
STE-ANNE-DE-BELLEVUE 1,QC,702FHL8,71377,WVQ,45.43,-73.93,39,1994,2019,1993,2019,,
ST-ANICET 1,QC,702FQLF,71712,WBZ,45.12,-74.29,49.1,1994,2019,1994,2019,,
ST CAMILLE WOLFE,QC,702FR30,,,45.67,-71.73,268.2,,,1975,2019,1975,2018
ST FRANCOIS DE LAVAL,QC,702G266,,,45.67,-73.58,15.2,,,1973,1985,1973,1984
SAWYER BROOK,QC,702GGR7,,,45.33,-71.62,,,,1973,1973,1973,1973
SHERMAN BROOK NORTH,QC,702HACH,,,45.45,-71.5,,,,1973,1975,1973,1975
STATTON BROOK NORTH,QC,702HBHA,,,45.42,-71.48,,,,1973,1981,1973,1981
SUCKER POND NORTH,QC,702HBHG,,,45.3,-71.6,,,,1973,1981,1973,1981
EATON RIVER NORTH,QC,702K30E,,,45.23,-71.5,,,,1973,1981,1973,1981
L'ACADIE,QC,702LED4,71372,WIZ,45.29,-73.35,43.8,1994,2019,1994,2019,,
LAUZON (AUT),QC,702MKNL,,WLU,46.83,-71.16,20,1994,2007,,,,
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,QC,702S006,71183,WTQ,45.47,-73.74,32.1,2008,2019,2002,2019,,
ANGERS,QC,7030170,,,45.55,-75.55,91,,,1962,2019,1962,2018
ARUNDEL,QC,7030310,,,45.95,-74.62,191.4,,,1963,2019,1963,2017
BARK LAKE,QC,7030447,,,46.5,-75.33,364.2,,,1912,1929,1912,1929
BARRAGE MERCIER,QC,7030457,,,46.72,-75.98,236.2,,,1927,1980,1927,1980
BARRAGE MITCHINAMECUS,QC,7030462,,,47.22,-75.17,390.1,,,1941,1967,1941,1967
BARRIERE QUINN,QC,7030475,,,46.72,-76.07,256.3,,,1963,1973,1963,1973
BELL FALLS,QC,7030640,,,45.77,-74.68,121.9,,,1919,1994,1919,1994
BLANCHE,QC,7030810,,,45.75,-75.33,213,,,1974,1994,1974,1994
BUCKINGHAM,QC,7030874,,,45.58,-75.42,137.2,,,1960,1985,1960,1985
CAMP TAMARACOUTA,QC,7031017,,,45.83,-74.2,281.9,,,1971,1987,1971,1987
CHARTERIS,QC,7031315,,,45.68,-76.43,168,,,1980,2019,1980,2018
CHATHAM-BROWNSBURG,QC,7031320,,MBB,45.62,-74.41,75,2004,2007,,,,
CHELSEA,QC,7031360,,,45.52,-75.78,112.5,,,1927,2019,1927,2018
CHENEVILLE,QC,7031375,,,45.9,-75.08,222.5,,,1964,2019,1964,2018
CHUTE ST PHILIPPE,QC,7031636,,,46.65,-75.25,251.5,,,1972,1996,1972,1996
FERME NEUVE,QC,7032370,,,46.7,-75.45,213.4,,,1957,1985,1957,1985
FORT COULONGE,QC,7032440,,,45.82,-76.75,106.7,,,1948,1989,1948,1989
GATINEAU,QC,7032680,,,45.48,-75.65,48.8,,,1953,1973,1953,1973
GATINEAU A,QC,7032681,,YND,45.52,-75.57,64.3,1981,2012,,,,
OTTAWA GATINEAU A,QC,7032682,,YND,45.52,-75.56,64.3,2012,2019,,,,
OTTAWA GATINEAU A,QC,7032685,,YND,45.52,-75.56,64.3,2014,2019,2018,2019,,
HARRINGTON,QC,7032990,,MHN,45.8,-74.64,168,2004,2006,,,,
HARRINGTON FOREST FARM,QC,7032997,,,45.85,-74.63,182.9,,,1963,1991,1963,1991
HIGH FALLS,QC,7033120,,,45.85,-75.65,189,,,1933,1972,1933,1972
HIGH FALLS,QC,7033121,71391,XHF,45.84,-75.65,194.6,1999,2019,1999,2019,,
HUBERDEAU,QC,7033160,,,45.97,-74.63,213.4,,,1913,1980,1913,1980
LACHUTE,QC,7033650,,,45.65,-74.33,91.4,,,1963,2019,1963,2018
LAC KIAMIKA,QC,7033665,,,46.62,-75.12,283.5,,,1952,1971,1952,1971
LAC MASSON,QC,7033673,,,46.03,-74.05,312.4,,,1966,1967,1966,1967
LAC POISSON BLANC,QC,7033685,,,45.97,-75.82,228.6,,,1963,1966,1963,1966
LAC ST DENIS,QC,7033700,,,45.93,-74.32,406.3,,,1957,1986,1963,1986
LA MACAZA,QC,7033939,,,46.37,-74.77,243.8,,,1976,2019,1976,2018
LA MACAZA A,QC,7033940,,,46.4,-74.78,245.1,,,1956,1976,1956,1976
LA MINERVE,QC,7034010,,,46.25,-74.93,274.3,,,1974,1994,1974,1994
L'ANNONCIATION,QC,7034040,,,46.42,-74.87,243.8,,,1953,1982,1953,1982
LOCHABER,QC,7034310,,MHB,45.64,-75.21,105,2004,2005,,,,
LUCERNE,QC,7034350,,,45.53,-75.97,100.6,,,1911,1945,1911,1945
LUSKVILLE,QC,7034365,,,45.53,-76.05,68.9,,,1980,2019,1981,2018
LYTTON,QC,7034395,,,46.68,-76.03,213.1,,,1973,1994,1973,1994
MANIWAKI UA,QC,7034480,71722,WMW,46.3,-76.01,188.58,1953,1993,1953,2018,1953,1993
MANIWAKI 2,QC,7034481,,,46.38,-75.98,173.7,,,1913,1975,1913,1975
MANIWAKI AIRPORT,QC,7034482,71721,WMJ,46.27,-75.99,199.7,1994,2019,1993,2019,1972,2005
MASSON,QC,7034635,,,45.53,-75.42,54.9,,,1963,1979,1963,1979
MONTREAL MIRABEL INTL A,QC,7034900,,YMX,45.68,-74.04,82.3,2012,2019,2018,2019,,
MONTEBELLO,QC,7035109,,,45.65,-74.93,45.7,,,1976,1985,1976,1985
MONTEBELLO (SEDBERGH),QC,7035110,,,45.7,-74.93,196.6,,,1956,2015,1956,2015
MONTEBELLO SEIGNIORY,QC,7035112,,,45.65,-74.95,52.4,,,1930,1975,1930,1975
MONT LAURIER,QC,7035158,,,46.57,-75.5,243.8,,,1920,1963,1920,1963
MONT LAURIER,QC,7035160,,,46.57,-75.55,244,,,1963,2014,1963,2014
MONTREAL/MIRABEL INT'L A,QC,7035290,,YMX,45.67,-74.03,82.6,1975,2012,1975,2008,1975,2008
MORIN HEIGHTS,QC,7035360,,,45.92,-74.27,289.6,,,1948,1982,1948,1982
NOMININGUE,QC,7035520,,,46.4,-75.08,274,,,1913,2013,1913,2013
NOTRE DAME DE LA PAIX,QC,7035666,,,45.8,-74.98,183,,,1979,2019,1979,2018
NOTRE DAME DU LAUS,QC,7035680,,,46.12,-75.63,213.4,,,1929,1991,1929,1991
OTTER LAKE,QC,7035760,,,45.85,-76.43,213.4,,,1948,2004,1948,2004
PERKINS,QC,7036000,,,45.6,-75.62,152.4,,,1911,1991,1911,1991
POINTE AU CHENE,QC,7036063,,,45.65,-74.8,51,,,1958,2009,1958,2009
STE AGATHE DES MONTS,QC,7036760,,,46.05,-74.28,365.8,,,1899,1958,1899,1958
STE AGATHE DES MONTS,QC,7036762,,,46.05,-74.28,394.7,1965,1992,1966,1992,1966,1992
STE AGATHE MANOR HOUSE,QC,7036780,,,46.08,-74.3,391.7,,,1958,1960,1958,1960
SAINT-ANDRE-AVELIN,QC,7036800,,MAN,45.81,-75.06,195,2004,2007,,,,
STE ANNE DU LAC,QC,7036855,,,46.85,-75.33,262.1,,,1963,2019,1963,2018
ST EMILE DE SUFFOLK,QC,7037175,,,45.95,-74.92,228.6,,,1973,1976,1974,1976
ST FAUSTIN,QC,7037230,,,46.12,-74.48,365.8,,,1967,1994,1967,1994
ST HIPPOLYTE,QC,7037310,,,45.98,-74,365.8,,,1961,2019,1961,2018
ST JEROME,QC,7037400,,,45.8,-74.05,169.5,,,1932,2019,1932,2018
SHAWBRIDGE BOYS FARM,QC,7037985,,,45.88,-74.07,185.9,,,1959,1967,1959,1967
SHAWVILLE,QC,7038040,,,45.62,-76.47,167.6,,,1948,2012,1948,2012
SHAWVILLE WINSLOW,QC,7038046,,,45.77,-76.5,166.1,,,1960,1964,1960,1963
SHEENBORO,QC,7038080,,,45.97,-77.25,137.2,,,1948,2014,1948,2014
TAPINI FARM,QC,7038350,,,46.93,-75.13,274.3,,,1963,1977,1963,1977
THURSO,QC,7038500,,,45.6,-75.27,54.9,,,1958,1985,1958,1985
VAL DES BOIS,QC,7038587,,,45.9,-75.6,198.1,,,1972,1994,1972,1994
WAKEFIELD,QC,7038835,,,45.6,-75.9,152.4,,,1963,1993,1963,1993
WALTHAM,QC,7038880,,,45.92,-76.92,112.5,,,1953,1994,1953,1994
WILSONS CORNERS,QC,7038915,,,45.72,-75.7,175.3,,,1945,1962,1945,1962
WRIGHT,QC,7038975,,,46.07,-76.05,141.7,,,1967,2019,1967,2018
DUHAMEL,QC,703BBD2,,,46.02,-75.08,244,,,1972,1994,1972,1994
LAC PARENT,QC,703CFQD,,,47.42,-74.87,396.2,,,1968,1973,1968,1973
ST-JOVITE,QC,703GDKB,71376,WJT,46.08,-74.56,238.5,1994,2019,1994,2019,,
BAIE-COMEAU A,QC,7040440,,,49.13,-68.2,21.6,1956,2005,1947,2005,1947,2004
BAIE-COMEAU A,QC,7040442,71890,GBC,49.13,-68.2,21.6,2004,2019,2005,2019,2005,2005
BAIE-COMEAU,QC,7040444,71691,YBC,49.13,-68.2,21.6,2010,2019,2010,2019,,
BAIE COMEAU CBA,QC,7040445,,,49.22,-68.15,7.6,,,1958,1966,1958,1966
BAIE ST PAUL,QC,7040446,,,47.42,-70.5,32,,,1963,2004,1963,2004
BARRIERE CLERMONT,QC,70404PA,,,47.7,-70.22,83.8,,,1973,1978,1973,1978
BERSIMIS,QC,7040680,,,48.97,-68.62,45.7,,,1923,1961,1923,1960
BERSIMIS S,QC,7040690,,,48.95,-68.65,18.3,,,1973,1973,1973,1973
BLANC SABLON,QC,7040811,,,51.42,-57.2,7.6,,,1965,1975,1965,1975
BLANC SABLON,QC,7040812,,,51.42,-57.22,19.2,1967,1982,1967,1982,1967,1982
LOURDES DE BLANC SABLON A,QC,7040813,71808,YBX,51.45,-57.18,37.18,1970,2014,1982,2014,1982,2014
BLOUGH LAKE,QC,7040814,,,51.75,-68.33,,,,1956,1956,1956,1956
LOURDES DE BLANC SABLON A,QC,7040815,71808,YBX,51.44,-57.19,37.2,2014,2019,2014,2019,,
LOURDES DE BLANC SABLON A,QC,7040816,,YBX,51.44,-57.19,37.2,2016,2019,2018,2019,,
BARRIERE JALBERT,QC,7040MGJ,,,48.45,-70.7,175.3,,,1972,1975,1972,1975
BAIE COMEAU,QC,7040MLR,,,49.23,-68.18,68.6,,,1966,1980,1966,1980
BAIE JOHAN BEETZ,QC,7040MMN,,,50.28,-62.8,7.6,,,1965,2004,1965,2004
CAP AUX CORBEAUX,QC,7041020,,,47.45,-70.45,350.5,,,1958,1972,1958,1972
CAPE WHITTLE,QC,7041100,71374,WQW,50.16,-60.06,7,1994,2019,1963,2019,1963,1968
CAP-ROUGE,QC,7041166,71186,WQM,48.37,-70.54,7.3,1994,2018,1994,2018,,
CAP TOURMENTE,QC,7041177,,,47.07,-70.78,6.1,,,1971,1984,1971,1984
CHARLEVOIX A,QC,7041310,,YML,47.6,-70.23,298,1994,2018,,,,
CHARLEVOIX (MRC),QC,7041312,71319,WIS,47.28,-70.64,722.74,1997,2019,1997,2019,,
CHATEAU RICHER,QC,7041330,,,46.97,-71.03,15.2,,,1980,2019,1981,2018
CHEVERY,QC,7041382,71814,WDM,50.47,-59.64,7.7,1994,2019,1992,2019,,
CHUTE AUX OUTARDES,QC,7041530,,,49.13,-68.38,15.2,,,1963,1978,1963,1978
CLARKE CITY,QC,7041710,,,50.18,-66.63,53.3,,,1903,1981,1903,1981
CLARKE CITY S,QC,7041715,,,50.2,-66.63,61,,,1966,1966,1966,1966
CLERMONT,QC,7041717,,,47.68,-70.25,152.4,,,1978,1980,1978,1980
COROSSOL,QC,7041934,,WGA,50.08,-66.38,45.7,1994,1996,,,,
CAP-TOURMENTE,QC,7041JG6,71384,WTN,47.08,-70.78,6,1994,2019,1993,2019,,
FIRE LAKE,QC,7042371,,,52.33,-67.37,609.6,,,1974,1974,1974,1974
FORESTVILLE,QC,7042378,,,48.73,-69.08,76.2,,,1963,1996,1963,1996
FORESTVILLE NORD,QC,7042385,,,48.75,-69.08,68.6,,,1973,1980,1973,1980
FORET MONTMORENCY,QC,7042388,,,47.32,-71.15,640,,,1965,2002,1965,2002
FORET MONTMORENCY RCS,QC,7042395,71212,MFM,47.32,-71.15,672.8,2003,2019,2003,2019,,
GAGNON A,QC,7042590,,,51.95,-68.13,567.2,1965,1985,1965,1985,1965,1985
GAGNONVILLE,QC,7042591,,,51.97,-68.17,548.6,,,1965,1966,1965,1966
GETHSEMANIE,QC,7042724,,,50.22,-60.67,8,,,1965,1989,1965,1988
GODBOUT,QC,7042749,,,49.32,-67.62,30,,,1971,2015,1971,2015
GRANDES BERGERONNES,QC,7042840,,,48.25,-69.52,61,,,1951,2015,1951,2015
GRANDES-BERGERONNES,QC,7042845,71942,MGZ,48.26,-69.52,61,2018,2019,2018,2019,,
GRAND FONDS,QC,7042870,,,47.75,-70.12,365.8,,,1968,1991,1968,1991
HARRINGTON HARBOUR,QC,7043000,,,50.53,-59.5,7.6,1953,1978,1911,1978,1911,1978
HAVRE ST PIERRE,QC,7043012,,,50.25,-63.58,6.1,,,1964,1985,1964,1984
HAVRE ST PIERRE A,QC,7043017,,,50.25,-63.6,4.9,1967,1978,1967,1978,1967,1978
HAVRE-SAINT-PIERRE A,QC,7043018,71313,YGV,50.28,-63.6,37.8,1983,2008,1983,2008,1984,1994
